player_slug,player_name,canonical_name,season_end,war,salary,dollars_per_war
bookede01,Devin Booker,devin booker,2017,2.39459862,2223600.0,928589.8611267052
bookede01,Devin Booker,devin booker,2018,2.073368145,2319360.0,1118643.5971794098
bookede01,Devin Booker,devin booker,2019,3.865201213,3314365.0,857488.3472696457
bookede01,Devin Booker,devin booker,2020,5.99112158133923,27285000.0,4554239.073529338
bookede01,Devin Booker,devin booker,2021,9.051053931645493,35912155.0,3967731.8543467266
bookede01,Devin Booker,devin booker,2022,9.53197864054792,36599093.0,3839611.310532291
booketr01,Trevor Booker,trevor booker,2017,1.708639976,9250000.0,5413662.403975031
bouchch01,Chris Boucher,chris boucher,2019,0.043216419,457418.0,10584356.839006027
bouchch01,Chris Boucher,chris boucher,2020,2.84295828333907,1588231.0,558654.3458297299
bouchch01,Chris Boucher,chris boucher,2021,3.531541840790191,7921494.0,2243069.5591666973
bouchch01,Chris Boucher,chris boucher,2022,3.476779178116669,8117559.0,2334792.8022271427
bradlav01,Avery Bradley,avery bradley,2017,2.692490511,8269663.0,3071380.5549972467
bradlav01,Avery Bradley,avery bradley,2018,0.412716422,8808989.0,21343926.55691321
bradlav01,Avery Bradley,avery bradley,2019,0.860110834,12000000.0,13951690.323668217
bradlav01,Avery Bradley,avery bradley,2020,1.18394563968787,4767000.0,4026367.2927219444
bradlto01,Tony Bradley,tony bradley,2018,0.046968228,1414920.0,30125045.381741885
bradlto01,Tony Bradley,tony bradley,2019,0.004724878,1679520.0,355463146.35002214
bradlto01,Tony Bradley,tony bradley,2020,1.9851004665866,1962360.0,988544.4253480517
bradlto01,Tony Bradley,tony bradley,2021,1.450020501396329,4316678.0,2976977.219179426
bradlto01,Tony Bradley,tony bradley,2022,1.097633544033695,2069001.0,1884965.170066346
brantja01,Jarrell Brantley,jarrell brantley,2021,0.0208747060175156,622246.0,29808611.4112402
brazdig01,Ignas Brazdeikis,ignas brazdeikis,2021,0.0323362089346547,2055097.0,63554048.78020669
breweco01,Corey Brewer,corey brewer,2017,0.86821355,7612172.0,8767626.351834754
breweco01,Corey Brewer,corey brewer,2018,2.240380567,7579366.0,3383070.765583908
breweco01,Corey Brewer,corey brewer,2019,1.098217317,2000000.0,1821133.184699181
bridgmi01,Mikal Bridges,mikal bridges,2019,3.612177461,3552960.0,983606.1595424478
bridgmi01,Mikal Bridges,mikal bridges,2020,4.71145228475159,4161000.0,883167.1740509599
bridgmi01,Mikal Bridges,mikal bridges,2021,8.749575127923784,5312276.0,607146.7382508855
bridgmi01,Mikal Bridges,mikal bridges,2022,9.382802883350834,6426661.0,684940.4255740773
bridgmi02,Miles Bridges,miles bridges,2019,0.348838594,3206640.0,9192331.511346476
bridgmi02,Miles Bridges,miles bridges,2021,3.021381937230871,4794722.0,1586930.1199286357
bridgmi02,Miles Bridges,miles bridges,2022,6.431182834382515,6269130.0,974802.0172096267
brimaam01,Amida Brimah,amida brimah,2021,0.0070556960996738,149967.0,21254741.967547793
brissos01,Oshae Brissett,oshae brissett,2021,1.078280603069662,1530058.0,1418979.4341511966
broekry01,Ryan Broekhoff,ryan broekhoff,2019,0.633947212,838464.0,1322608.5455203485
broekry01,Ryan Broekhoff,ryan broekhoff,2020,0.450950648232465,1416852.0,3141922.526452635
brogdma01,Malcolm Brogdon,malcolm brogdon,2017,4.693845993,925000.0,197066.5423150793
brogdma01,Malcolm Brogdon,malcolm brogdon,2018,1.912709325,1544951.0,807729.1095969327
brogdma01,Malcolm Brogdon,malcolm brogdon,2019,6.769914198,1544951.0,228208.35756772466
brogdma01,Malcolm Brogdon,malcolm brogdon,2020,3.36910284640504,20000000.0,5936298.448514492
brogdma01,Malcolm Brogdon,malcolm brogdon,2021,2.898764039910493,25226913.0,8702644.524588123
brogdma01,Malcolm Brogdon,malcolm brogdon,2022,2.727875359084309,25092741.0,9198639.122728508
brookdi01,Dillon Brooks,dillon brooks,2018,2.116666,815615.0,385330.0426236355
brookdi01,Dillon Brooks,dillon brooks,2020,1.92860264555036,1618520.0,839219.008505574
brookdi01,Dillon Brooks,dillon brooks,2021,4.072346013841128,13893082.0,3411567.1784224776
brookdi01,Dillon Brooks,dillon brooks,2022,3.784399995816959,14107439.0,3727787.5001568245
brookma01,MarShon Brooks,marshon brooks,2018,0.972933437,60283.0,61960.04547431337
brownbr01,Bruce Brown,bruce brown,2019,1.844722746,838464.0,454520.33473218745
brownbr01,Bruce Brown,bruce brown,2020,2.36109616274067,1416852.0,600082.2932833758
brownbr01,Bruce Brown,bruce brown,2021,3.250427829849431,2027733.0,623835.7244479815
brownbr01,Bruce Brown,bruce brown,2022,3.301152856179081,5476579.0,1658989.8252511898
brownch02,Charlie Brown Jr.,charlie brown,2022,0.2130342336832244,498559.0,2340276.449377345
brownja02,Jaylen Brown,jaylen brown,2018,6.414517146,4956480.0,772697.2876034464
brownja02,Jaylen Brown,jaylen brown,2019,1.430802791,5169960.0,3613328.1487287786
brownja02,Jaylen Brown,jaylen brown,2020,6.1417041421751,6534829.0,1064009.0842418328
brownja02,Jaylen Brown,jaylen brown,2021,4.741626730249489,30510084.0,6434518.306841639
brownja02,Jaylen Brown,jaylen brown,2022,8.905490132342509,30942620.0,3474555.5314944605
brownmo01,Moses Brown,moses brown,2021,0.2587540331725255,1523364.0,5887305.335195644
brownst02,Sterling Brown,sterling brown,2020,0.437610919140218,1618520.0,3698536.5977154667
brownst02,Sterling Brown,sterling brown,2021,0.3683302260746195,2046005.0,5554811.566253329
brownst02,Sterling Brown,sterling brown,2022,0.292489091505477,3469042.0,11860414.97186927
browntr01,Troy Brown Jr.,troy brown,2020,1.22517548663688,3219480.0,2627770.4990960173
browntr01,Troy Brown Jr.,troy brown,2022,0.6451346157406724,5978968.0,9267783.582091015
brunsja01,Jalen Brunson,jalen brunson,2019,1.760218389,1230000.0,698776.9288666373
brunsja01,Jalen Brunson,jalen brunson,2020,2.547079346816,1416852.0,556265.3561504273
brunsja01,Jalen Brunson,jalen brunson,2021,3.741497325474405,2027733.0,541957.623808509
brunsja01,Jalen Brunson,jalen brunson,2022,7.788182180376651,2083804.0,267559.7400957592
bryanth01,Thomas Bryant,thomas bryant,2019,0.979397191,1378242.0,1407234.9937952803
bryanth01,Thomas Bryant,thomas bryant,2020,1.12767507046908,8000000.0,7094242.135433775
bryanth01,Thomas Bryant,thomas bryant,2021,0.2492045552782584,10155761.0,40752710.112623006
bullore01,Reggie Bullock,reggie bullock,2017,1.047445189,2255644.0,2153472.108792129
bullore01,Reggie Bullock,reggie bullock,2018,2.761715946,2500000.0,905234.2995741243
bullore01,Reggie Bullock,reggie bullock,2019,0.498168681,2500000.0,5018380.511158629
bullore01,Reggie Bullock,reggie bullock,2020,0.488083226251346,4000000.0,8195323.635113284
bullore01,Reggie Bullock,reggie bullock,2021,2.385430469081169,5118504.0,2145735.986164195
bullore01,Reggie Bullock,reggie bullock,2022,3.184023023831464,11026930.0,3463206.741115473
burketr01,Trey Burke,trey burke,2018,1.893622567,1544951.0,815870.6106083283
burketr01,Trey Burke,trey burke,2019,2.633266532,1795015.0,681668.5581146482
burketr01,Trey Burke,trey burke,2020,1.66316134981078,1620564.0,974387.7226249718
